created_at,full_text,in_reply_to_screen_name,lang,tweet_url,label,word_count,text_svm,text_bert,label_id
Wed May 10 10:00:45 +0000 2023,@CommuterLine kenapa sekarang kereta jadi tambah kacau jadwal tiap hari beda2. Jam ngaret2. Kereta 8 gerbong semua. Jarak antar kereta bisa 10-15 menit di jam pulang kantor. Aplikasi/papan jadwal sama kenyataan ga sesuai. Dan ini di jam pulang kantor. Orang numpuk di St. Cawang,CommuterLine,in,https://x.com/undefined/status/1656237831143198721,Kepadatan,44,sekarang kereta jadi tambah kacau jadwal tiap hari beda2 jam ngaret2 kereta angka gerbong semua jarak antar kereta rentang angka menit jam pulang kantor aplikasi papan jadwal sama nyata sesuai ini jam pulang kantor orang numpuk st cawang,kenapa sekarang kereta jadi tambah kacau jadwal tiap hari beda2 jam ngaret2 kereta angka gerbong semua jarak antar kereta bisa rentang_angka menit di jam pulang kantor aplikasi papan jadwal sama kenyataan tidak sesuai dan ini di jam pulang kantor orang numpuk di st cawang,1
Mon Feb 17 00:54:12 +0000 2025,@CommuterLine Jadwal baru makin buruk di jam sibuk bukannya ditambahin jdwl malah dikurangin jdwl. Baru distssiun awal aja udh padet bgt Orang2 udh pada emosi dan teriak2 krna kejepit2. Ga perlu ada yg jd korban kehabisan oksigen dl baru diubah jadwal kan?,CommuterLine,in,https://x.com/undefined/status/1891290013410668986,Kepadatan,42,jadwal baru makin buruk jam sibuk bukan ditambahin jdwl malah rangin jdwl baru distssiun awal padet banget orang2 sudah pada emosi teriak2 kejepit2 perlu yang jadi korban habis oksigen delanggu baru ubah jadwal kan,jadwal baru makin buruk di jam sibuk bukannya ditambahin jdwl malah dikurangin jdwl baru distssiun awal saja sudah padet banget orang2 sudah pada emosi dan teriak2 karena kejepit2 tidak perlu ada yang jadi korban kehabisan oksigen delanggu baru diubah jadwal kan,1
Tue Oct 29 02:52:41 +0000 2024,@CommuterLine @KAI121 Evaluasi tuh pegawaimu yang bikin GAPEKA sama petugas PPKAmu masak tiap hari dhoho 401 harus terlambat kayak gini. Masuk kerja bikin telat sudah ndak ada kompensasi petugas stasiun bukanya minta maaf justru malah galak banget. Pelayanan buruk gitu,CommuterLine,in,https://x.com/undefined/status/1851094778781520104,Keterlambatan,40,evaluasi tuh pegawai bikin gapeka sama tugas ppkamu masak tiap hari dhoho angka lambat kayak gin masuk kerja bikin telat ndak kompensasi tugas stasiun buka minta maaf justru malah galak banget layan buruk gitu,evaluasi tuh pegawaimu yang bikin gapeka sama petugas ppkamu masak tiap hari dhoho angka harus terlambat kayak gini masuk kerja bikin telat sudah ndak ada kompensasi petugas stasiun bukanya minta maaf justru malah galak banget pelayanan buruk gitu,0
Mon Feb 10 14:07:03 +0000 2025,@CommuterLine ini ada apa sih kereta ketahan masuk bogor udah 15 menit,CommuterLine,in,https://x.com/undefined/status/1888952827781029910,Keterlambatan,12,ada apa sih kereta tahan masuk bogor angka menit,ini ada apa sih kereta ketahan masuk bogor sudah angka menit,0
Wed Jun 21 01:02:04 +0000 2023,@CommuterLine KAJJ jadwalnya rubah2 juga min? Soalnya imbas nya jadi numpuk di stasiun ,CommuterLine,in,https://x.com/undefined/status/1671322558325731328,Keterlambatan,13,kajj jadwal rubah2 admin soal imbas nya jadi numpuk stasiun,kajj jadwalnya rubah2 juga admin soalnya imbas nya jadi numpuk di stasiun,0
Fri Mar 24 14:43:51 +0000 2023,@CommuterLine @infojakarta gerbong khushs wanita hire petugas ceweklah.. kasihan masnya salah dikit malah dituntut pelecehan,CommuterLine,in,https://x.com/undefined/status/1639276847597862915,Keamanan,15,gerbong khushs wanita hire tugas cewek kasihan mas salah dikit malah tuntut leceh,gerbong khushs wanita hire petugas ceweklah kasihan masnya salah dikit malah dituntut pelecehan,3
Sun Oct 22 10:35:21 +0000 2023,@CommuterLine @Heraloebss Security nya gak tegas. Guna nya security dsitu apaan dah..klo cm bales2an bcot mah smua org jg bisa..tuh org klo ternyta dia msh dendam sma yg ribut td trs balik kegerbong ternyta bawa sajam nusuk org tadi trs yg mau disalahin sypa? Uda pasti cuci tangan tuh satpam&amp;KAI nya..,CommuterLine,in,https://x.com/undefined/status/1716040538842189931,Pelayanan,51,security nya tegas nya security dsitu apa dah kalau cuma bales2an bcot mah smua orang jg tuh orang kalau ternyta msh dendam sama ribut td terus balik gerbong ternyta bawa sajam nusuk orang tadi terus mau disalahin sypa uda cuci tangan tuh satpam amp kai nya,security nya tidak tegas guna nya security dsitu apaan dah kalau cuma bales2an bcot mah smua orang jg bisa tuh orang kalau ternyta dia msh dendam sama yang ribut td terus balik kegerbong ternyta bawa sajam nusuk orang tadi terus yang mau disalahin sypa uda pasti cuci tangan tuh satpam amp kai nya,2
Wed Jan 04 15:16:46 +0000 2023,@CommuterLine mohon bantuannya dr para petugas jg utk mengawasi crowded yg biasanya terjadi di jam sibuk ya. krn sindikat copet itu manfaatkan kesempatan di keramaian org yg berdesakan masuk gerbong. we appreciate ur service though. tp yg ini bisa diberi perhatian jg mungkin,CommuterLine,in,https://x.com/undefined/status/1610656490322333705,Keamanan,43,mohon bantu para tugas jg utk awas crowded biasa jadi jam sibuk karena sindikat copet manfaat sempat ramai orang desa masuk gerbong we appreciate ur service though yang bisa beri perhati jg mungkin,mohon bantuannya dari para petugas jg utk mengawasi crowded yang biasanya terjadi di jam sibuk ya karena sindikat copet itu manfaatkan kesempatan di keramaian orang yang berdesakan masuk gerbong we appreciate ur service though tapi yang ini bisa diberi perhatian jg mungkin,3
Fri May 24 01:44:40 +0000 2024,@CommuterLine @deoct__ Udh lah setiap harinya kereta penuh sesak smp g bisa naik. Harus tunggu 1 jam baru bisa naik d jam pulang kerja. Ini cuti bersama yang g semua cuti kereta pun d kurangi. ,CommuterLine,in,https://x.com/undefined/status/1793820377900269942,Kepadatan,35,lah hari kereta penuh sesak smp g naik tunggu angka jam baru naik d jam pulang kerja cuti sama g semua cuti kereta d kurang,sudah lah setiap harinya kereta penuh sesak smp g bisa naik harus tunggu angka jam baru bisa naik d jam pulang kerja ini cuti bersama yang g semua cuti kereta pun d kurangi,1
Tue Feb 25 02:11:22 +0000 2025,@CommuterLine lu jgn biasain kereta stuck dong jadi rame mek,CommuterLine,in,https://x.com/undefined/status/1894208537070637307,Keterlambatan,10,kamu jgn biasain kereta stuck dong jadi rame mek,kamu jgn biasain kereta stuck dong jadi rame mek,0
Fri Mar 21 13:09:36 +0000 2025,@CommuterLine kereta ke bogornya kenapa lelet gini berenti2 mulu masuk ke depok,CommuterLine,in,https://x.com/undefined/status/1903071495263490488,Keterlambatan,12,kereta bogor lelet gin berenti2 mulu masuk depok,kereta ke bogornya kenapa lelet gini berenti2 mulu masuk ke depok,0
Wed Apr 03 09:16:11 +0000 2024,@CommuterLine min agak repot ya sejak kereta bandara ada jalur baru di stasiun rawa buaya. Orang dibatasi utk msk padahal area nya jadi 1 sama arah tangerang. Harus nunggu kereta tangerang dtg baru bisa jalan kedepan. Kalo mau ke gerbong depan kan susah jadinya,CommuterLine,in,https://x.com/undefined/status/1775452225558732942,Pelayanan,44,admin repot sejak kereta bandara jalur baru stasiun rawa buaya orang batas utk msk padahal area nya jadi angka sama arah tangerang nunggu kereta tangerang dtg baru jalan depan kalau mau gerbong depan kan susah jadi,admin agak repot ya sejak kereta bandara ada jalur baru di stasiun rawa buaya orang dibatasi utk msk padahal area nya jadi angka sama arah tangerang harus nunggu kereta tangerang dtg baru bisa jalan kedepan kalau mau ke gerbong depan kan susah jadinya,2
Wed Jul 16 02:13:14 +0000 2025,@CommuterLine toling dong di stasiun tebet ada petugas yg standby di pintu keluar belakang. Jd klo ada org yg uda ngetap keluar tp gabisa keluar bisa gercep dibantu ga harus jalan kedepan buat nyari petugas. Wasting time bgt,CommuterLine,in,https://x.com/undefined/status/1945305695076716923,Pelayanan,38,toling dong stasiun tebet tugas standby pintu keluar belakang jadi kalau orang uda ngetap keluar gabisa keluar gercep bantu harus jalan depan buat nyari tugas wasting time banget,toling dong di stasiun tebet ada petugas yang standby di pintu keluar belakang jadi kalau ada orang yang uda ngetap keluar tapi gabisa keluar bisa gercep dibantu tidak harus jalan kedepan buat nyari petugas wasting time banget,2
Sat Nov 25 01:53:17 +0000 2023,@CommuterLine Mau ke duri min via manggarai udah dari tadi keretanya blm ada juga. Kacau,CommuterLine,in,https://x.com/undefined/status/1728230344393130121,Keterlambatan,15,mau duri admin via manggarai dari tadi kereta ada kacau,mau ke duri admin via manggarai sudah dari tadi keretanya belum ada juga kacau,0
Fri Jan 06 14:05:11 +0000 2023,@CommuterLine saya tau mungkin harga tiketnya sangat terjangkau. tapi saya minta tolong untuk kereta dhoho kebersihannya dijaga. sudah 3x naik kereta ini dan selalu disuguhi pemandangan anak kecoa mondar-mandir. puncaknya adalah hari ini sang ibu muncul di dekat jendela saya.,CommuterLine,in,https://x.com/undefined/status/1611363251773919232,Kebersihan,40,tau mungkin harga tiket sangat jangkau minta untuk kereta dhoho bersih jaga 3x naik kereta dan selalu suguh pandang anak kecoa mondar mandir puncak hari sang ibu muncul dekat jendela saya,saya tau mungkin harga tiketnya sangat terjangkau tapi saya minta tolong untuk kereta dhoho kebersihannya dijaga sudah 3x naik kereta ini dan selalu disuguhi pemandangan anak kecoa mondar mandir puncaknya adalah hari ini sang ibu muncul di dekat jendela saya,4
Mon May 15 01:53:08 +0000 2023,@CommuterLine Naik KAI kebanyakan delay NUNGGU ANTRIAN MASUK STASIUN KERJA JADI TERLAMBAT!,CommuterLine,in,https://x.com/undefined/status/1657927061032542208,Keterlambatan,12,naik kai banyak delay nunggu antri masuk stasiun kerja jadi lambat,naik kai kebanyakan delay nunggu antrian masuk stasiun kerja jadi terlambat,0
Mon Dec 01 04:45:07 +0000 2025,@CommuterLine sorry maksud saya kereta barang. tadi sekitar jam 06.59 yang lewat malah kereta barang di rawabuntu. imbasnya itu engga main2 min. kereta keberangkatan awal parung panjang yang biasa masuk rawabuntu jam segitu malah molor beberapa menit kebelakngnya juga jadi kacau itu.,CommuterLine,in,https://x.com/undefined/status/1995353444165833135,Keterlambatan,42,sorry maksud kereta barang tadi jam waktu jam lewat malah kereta barang rawabuntu imbas engga main2 admin kereta berangkat awal parung panjang biasa masuk rawabuntu jam segitu malah molor beberapa menit kebelakngnya jadi kacau,sorry maksud saya kereta barang tadi sekitar jam waktu_jam yang lewat malah kereta barang di rawabuntu imbasnya itu engga main2 admin kereta keberangkatan awal parung panjang yang biasa masuk rawabuntu jam segitu malah molor beberapa menit kebelakngnya juga jadi kacau itu,0
Fri Dec 27 12:08:41 +0000 2024,@CommuterLine Halo berapa lama ya lagi ya? Ini sudah tertahan setengah jam di gambir dan gak cuma ada satu rangkaian di sini yang tertahan. Tolong dipercepat,CommuterLine,in,https://x.com/undefined/status/1872615584506208651,Keterlambatan,26,halo berapa lama lagi ini tahan tengah jam gambir tidak cuma satu rangkai sini tahan cepat,halo berapa lama ya lagi ya ini sudah tertahan setengah jam di gambir dan tidak cuma ada satu rangkaian di sini yang tertahan tolong dipercepat,0
Tue Nov 19 15:14:02 +0000 2024,@CommuterLine Semua kereta jarak jauh sepertinya juga tertahan sy naik bogowonto berangkat jam 21.40 tp sekarang masih di Ps. Senen,CommuterLine,in,https://x.com/undefined/status/1858891488668921955,Keterlambatan,20,semua kereta jarak jauh seperti tahan naik bogowonto berangkat jam waktu jam sekarang di ps senen,semua kereta jarak jauh sepertinya juga tertahan saya naik bogowonto berangkat jam waktu_jam tapi sekarang masih di ps senen,0
Sun Feb 23 13:43:26 +0000 2025,@CommuterLine kalo bikin jadwal yang sesuai kenyataan lah.. ngomongnya sampe 20.34. nyatanya sampai 20.42 juga belum sampai.. bikin jadwal jangan asal bikin. pikirin penumpangnya. ngaco banget terus2an nunggu kereta lain tapi datengnya lambat. https://t.co/XqTCgs31WK,CommuterLine,in,https://x.com/undefined/status/1893657924813172819,Keterlambatan,34,kalau bikin jadwal sesuai nyata lah ngomongnya waktu jam nyata waktu jam belum bikin jadwal jangan asal bikin pikirin tumpang ngaco banget terus2an nunggu kereta tapi datengnya lambat,kalau bikin jadwal yang sesuai kenyataan lah ngomongnya sampai waktu_jam nyatanya sampai waktu_jam juga belum sampai bikin jadwal jangan asal bikin pikirin penumpangnya ngaco banget terus2an nunggu kereta lain tapi datengnya lambat,0
Tue Oct 07 00:52:07 +0000 2025,@CommuterLine wew arah MRI dr KRI headway 15 menit sekali dtg 10 kereta yg gimana ga pepes ,CommuterLine,in,https://x.com/undefined/status/1975363476517494881,Kepadatan,17,wew arah manggarai kranji headway angka menit sekali dtg angka kereta bagaimana pepes,wew arah manggarai dari kranji headway angka menit sekali dtg angka kereta yang bagaimana tidak pepes,1
Wed Oct 11 09:21:07 +0000 2023,@CommuterLine tolong dong perbaiki komunikasi antara pengumuman dan petugas di lapangan di cikarang tanya petugas jalur 3 jln dulu udah lari2 dr jalur 1 nyampe di jalur 3 eh yg mau berangkat jlr 1 dulu ... dosa lu min ngerjain orang tua bawa anak lansia dll yg pindah2 jlr,CommuterLine,in,https://x.com/undefined/status/1712035591356100868,Pelayanan,49,dong baik komunikasi umum tugas lapang cikarang tanya tugas jalur angka jln dulu lari2 jalur angka nyampe jalur angka eh mau berangkat jlr angka dulu dosa kamu admin ngerjain orang tua bawa anak lansia yang pindah2 jlr,tolong dong perbaiki komunikasi antara pengumuman dan petugas di lapangan di cikarang bertanya petugas jalur angka jln dulu sudah lari2 dari jalur angka nyampe di jalur angka eh yang mau berangkat jlr angka dulu dosa kamu admin ngerjain orang tua bawa anak lansia dll yang pindah2 jlr,2
Thu Jun 08 02:05:21 +0000 2023,@CommuterLine 2 KRL dorong 5529A akal2an KCI akibat dahulukan KAJJ.,CommuterLine,in,https://x.com/undefined/status/1666627442218508293,Keterlambatan,10,angka krl dorong 5529a akal2an kci akibat dahulu kajj,angka krl dorong 5529a akal2an kci akibat dahulukan kajj,0
Thu Mar 09 02:21:46 +0000 2023,@CommuterLine KA 2018 schedule 08.55 dari THB 08.57. Jam 09.20 masih di Kebayoran delay 12 menit. Mantap! @CurhatKRL @AnkerTwiter @JalurSerpong https://t.co/uqoKRt9GRn,CommuterLine,in,https://x.com/undefined/status/1633654278266179584,Keterlambatan,21,ka angka schedule waktu jam tanah abang waktu jam jam waktu jam di kebayoran delay angka menit mantap,ka angka schedule waktu_jam dari tanah abang waktu_jam jam waktu_jam masih di kebayoran delay angka menit mantap,0
Mon May 26 01:33:36 +0000 2025,@CommuterLine KRL sudah banyak sekali kasus pelecehan seksual. Pagi 26 May ada seorang perempuan dilecehkan seksual oleh pria di krl bekasi - jatinegara. Respon petugas bagus mengeluarkan tersangka. Tetapi konsolasi untuk korban? Tersangka sebaiknya dipublish sehingga jera!,CommuterLine,in,https://x.com/undefined/status/1926813940475896158,Keamanan,37,krl banyak sekali kasus leceh seksual pagi angka may orang perempuan leceh seksual pria krl bekas jatinegara respon tugas bagus keluar sangka konsolasi korban sangka baik dipublish jera,krl sudah banyak sekali kasus pelecehan seksual pagi angka may ada seorang perempuan dilecehkan seksual oleh pria di krl bekasi jatinegara respon petugas bagus mengeluarkan tersangka tetapi konsolasi untuk korban tersangka sebaiknya dipublish sehingga jera,3
Mon Jul 14 03:39:42 +0000 2025,@CommuterLine Siang min saya kehilangan helm motor. Mau tanya apakah staff parkiran di stasiun cikarang menemukan helm saya?,CommuterLine,in,https://x.com/undefined/status/1944602678274732542,Keamanan,18,siang admin hilang helm motor mau tanya staff parkir stasiun cikarang temu helm,siang admin saya kehilangan helm motor mau bertanya apakah staff parkiran di stasiun cikarang menemukan helm saya,3
Mon Oct 16 14:09:43 +0000 2023,@CommuterLine kapan sih perbaikan semua eskalator di stasiun Bekasi dilakukan? Pdhl sudah tau fasum penting kok diulur terus perbaikannya!! Stasiun Besar tetapi pelayanannya 0,CommuterLine,in,https://x.com/undefined/status/1713920156697854015,Pelayanan,24,kapan sih baik semua eskalator stasiun bekas laku pdhl tau fasum penting kok ulur terus baik stasiun besar layan angka,kapan sih perbaikan semua eskalator di stasiun bekasi dilakukan pdhl sudah tau fasum penting kok diulur terus perbaikannya stasiun besar tetapi pelayanannya angka,2
Tue Aug 29 07:55:15 +0000 2023,@CommuterLine @pipitooramadani Tolong cepet benerin deh. Saya posisi hamil tua ni udah bener bener engap kalo turun di peron 6 7. Di peron 4 5 juga. Lift itu rebutan. Yang non prioritas pada ga ngalah security buat ngaturnya juga gaada.,CommuterLine,in,https://x.com/undefined/status/1696431303607075262,Keamanan,40,cepet benerin deh posisi hamil tua ni bener bener engap kalau turun peron angka angka peron angka angka lift rebut non prioritas tidak ngalah security buat ngaturnya gaada,tolong cepet benerin deh saya posisi hamil tua ni sudah bener bener engap kalau turun di peron angka angka di peron angka angka juga lift itu rebutan yang non prioritas pada tidak ngalah security buat ngaturnya juga gaada,3
Tue Feb 04 23:30:49 +0000 2025,@CommuterLine min kenapa batu cepet delay ya jam segini?,CommuterLine,in,https://x.com/undefined/status/1886920374576931202,Keterlambatan,9,admin batu cepet delay jam gin,admin kenapa batu cepet delay ya jam segini,0
Thu Oct 09 11:56:48 +0000 2025,@CommuterLine min kok ini kereta tertahan di arah masuk stasiun tambun lama bngtt ?!?!?!?,CommuterLine,in,https://x.com/undefined/status/1976255521671016640,Keterlambatan,14,admin kok kereta tahan arah masuk stasiun tambun lama bngtt,admin kok ini kereta tertahan di arah masuk stasiun tambun lama bngtt,0
Tue Oct 29 10:36:16 +0000 2024,@CommuterLine @KAI121 @kemenhub151 KA 4077 DELAY LAGI TIBA KPB. DAN C ACCESS PASTI ERROR TIDAK BISA ACCESS. KA 4078 LAGI2 DELAY TIBA BSKT DAN ST AKHIR CKR.,CommuterLine,in,https://x.com/undefined/status/1851211444781736124,Keterlambatan,27,ka angka delay tiba kampung bandan c access error bisa access ka angka lagi2 delay tiba bskt st akhir cikarang,ka angka delay lagi tiba kampung bandan dan c access pasti error tidak bisa access ka angka lagi2 delay tiba bskt dan st akhir cikarang,0
Tue Oct 22 13:02:18 +0000 2024,@CommuterLine lajur Manggarai - Kampung bandan. No kereta K1 1 90 105 di gerbong 5 bau pesing... Minta tolong diperiksa dan dibersihkan,CommuterLine,in,https://x.com/undefined/status/1848711476649070721,Kebersihan,22,lajur manggarai kampung bandan no kereta k1 angka angka angka gerbong angka bau pesing minta periksa bersih,lajur manggarai kampung bandan no kereta k1 angka angka angka di gerbong angka bau pesing minta tolong diperiksa dan dibersihkan,4
Fri Dec 27 11:57:23 +0000 2024,@CommuterLine st gondang udah numpuk bgt plis,CommuterLine,in,https://x.com/undefined/status/1872612739115614702,Kepadatan,7,st gondang numpuk banget,st gondang sudah numpuk banget tolong,1
Fri Aug 01 13:02:30 +0000 2025,@CommuterLine siapa yang lg di sudirman nunggu di kereta lama️,CommuterLine,in,https://x.com/undefined/status/1951267296250568982,Keterlambatan,10,siapa lagi sudirman nunggu kereta lama,siapa yang lagi di sudirman nunggu di kereta lama,0
Wed Oct 16 23:18:52 +0000 2024,@CommuterLine Ada gangguan di krl jalur 3 tanah abang arah tambun min katanya pengecekan2..bs numpuk ini,CommuterLine,in,https://x.com/undefined/status/1846692315601293644,Keterlambatan,16,ganggu krl jalur angka tanah abang arah tambun admin kata pengecekan2 bs numpuk,ada gangguan di krl jalur angka tanah abang arah tambun admin katanya pengecekan2 bs numpuk ini,0
Sun Nov 12 03:10:56 +0000 2023,@CommuterLine @txtdrbekasi @PernebangRoket @KAI121 weh ini tuh udh diem bae kayaknya udh setahun lebih loh tulisan Sedang Dalam Perbaikan ge ora ada petugasnya pisan saban ari,CommuterLine,in,https://x.com/undefined/status/1723538843419488685,Pelayanan,26,weh tuh diem bae kayak tahun lebih loh tulis sedang baik ge ora tugas pis saban ari,weh ini tuh sudah diem bae kayaknya sudah setahun lebih loh tulisan sedang dalam perbaikan ge ora ada petugasnya pisan saban ari,2
Tue Feb 11 01:01:56 +0000 2025,@CommuterLine Sama aja lu kaya mentri yg bikin susah nyari gas lpg kemarin niat bikin solusi malah nyusahin banyak orang. Mending balikin aja jadwal yg lama dari awal bulan perjalanan krl ga ada yg bener telat ama bikin numpuk!,CommuterLine,in,https://x.com/undefined/status/1889117632684814705,Keterlambatan,39,sama kamu kaya tri bikin susah nyari gas lpg kemarin niat bikin solusi malah nyusahin banyak orang mending balikin jadwal lama awal bulan jalan krl ada bener telat ama bikin numpuk,sama saja kamu kaya mentri yang bikin susah nyari gas lpg kemarin niat bikin solusi malah nyusahin banyak orang mending balikin saja jadwal yang lama dari awal bulan perjalanan krl tidak ada yang bener telat ama bikin numpuk,0
Mon Jan 13 14:44:14 +0000 2025,@CommuterLine kata gw mah sih. ilangin ya kereta dari tangerang langsung manggarai. stress bgt NUNGGU KERETA SAMPE 30 MENIT LEBIH LOH! apa jg motivasinya dibikin langsung ke manggarai padahal bisa transit. stress,CommuterLine,in,https://x.com/undefined/status/1878815321664237631,Keterlambatan,32,kata mah sih ilangin kereta tangerang langsung manggarai stress banget nunggu kereta angka menit lebih loh apa jg motivasi bikin langsung manggarai padahal transit stress,kata saya mah sih ilangin ya kereta dari tangerang langsung manggarai stress banget nunggu kereta sampai angka menit lebih loh apa jg motivasinya dibikin langsung ke manggarai padahal bisa transit stress,0
Mon Apr 28 01:37:46 +0000 2025,@CommuterLine nice banget waktu transit hanya untuk pindah dari jalur 5 ke jalur 1 &amp; 2 stasiun duri membutuhkan waktu 5 menit. Ini di luar dari waktu tunggu kereta yang juga kadang suka telat,CommuterLine,in,https://x.com/undefined/status/1916668129645859306,Keterlambatan,34,nice banget waktu transit untuk pindah jalur angka jalur angka amp angka stasiun duri butuh waktu angka menit di luar waktu tunggu kereta juga kadang suka telat,nice banget waktu transit hanya untuk pindah dari jalur angka ke jalur angka amp angka stasiun duri membutuhkan waktu angka menit ini di luar dari waktu tunggu kereta yang juga kadang suka telat,0
Wed May 28 00:16:54 +0000 2025,@CommuterLine peak hour hrsnya armada ditambah ini jadwal kereta kok makin molor gapnya jauh selali dtg cm 8sf please evaluasii lagiiiiiiiiiiiiiii,CommuterLine,in,https://x.com/undefined/status/1927519415282594220,Kepadatan,21,peak hour hrsnya armada tambah jadwal kereta kok makin molor gap jauh lali dtg cuma 8sf please evaluasi lagiiiiiiiiiiiiiii,peak hour hrsnya armada ditambah ini jadwal kereta kok makin molor gapnya jauh selali dtg cuma 8sf please evaluasii lagiiiiiiiiiiiiiii,1
Wed Jun 11 23:44:51 +0000 2025,@CommuterLine bangsaat gua udah s3ngaja bangun pagi biar dateng awal eh malah delay hampir set. jam dan akhirnya telat tolol lu ah kerja yag bener jangan kebanyakan korup,CommuterLine,in,https://x.com/undefined/status/1932947168140406848,Keterlambatan,28,bangsaat sudah s3ngaja bangun pagi biar dateng awal eh malah delay hampir set jam akhir telat tolol kamu ah kerja yag bener jangan banyak korup,bangsaat saya sudah s3ngaja bangun pagi biar dateng awal eh malah delay hampir set jam dan akhirnya telat tolol kamu ah kerja yag bener jangan kebanyakan korup,0
Thu Nov 06 00:26:30 +0000 2025,@CommuterLine Min kenapa makin sering telat ya? Masalahnya keretanya jadi penuh bgt dan sesak napas di dalem min Tolong dong lebih diperhatiin lagi yang begini ke depannya apalagi di jam-jam sibuk beda beberapa menit aja pengaruhnya signifikan loh,CommuterLine,in,https://x.com/undefined/status/1986228665752105176,Keterlambatan,38,admin makin sering telat masalah kereta jadi penuh banget sesak napas dalem admin dong lebih diperhatiin yang begini depan di jam jam sibuk beda beberapa menit pengaruh signifikan loh,admin kenapa makin sering telat ya masalahnya keretanya jadi penuh banget dan sesak napas di dalem admin tolong dong lebih diperhatiin lagi yang begini ke depannya apalagi di jam jam sibuk beda beberapa menit saja pengaruhnya signifikan loh,0
Fri Sep 15 00:38:06 +0000 2023,@CommuterLine min perbaikan eskalator di stasiun duri masih berlangsung kah? Soalnya tangga manualnya jadi terlalu padat,CommuterLine,in,https://x.com/undefined/status/1702481882833936459,Kepadatan,16,admin baik eskalator stasiun duri langsung soal tangga manual jadi terlalu padat,admin perbaikan eskalator di stasiun duri masih berlangsung kah soalnya tangga manualnya jadi terlalu padat,1
Thu Dec 18 10:51:21 +0000 2025,@CommuterLine halo min manggarai jalur 3 dan 4 sudah penuh sesak,CommuterLine,in,https://x.com/undefined/status/2001606201101152367,Kepadatan,11,halo admin manggarai jalur angka angka penuh sesak,halo admin manggarai jalur angka dan angka sudah penuh sesak,1
Wed Jun 26 00:36:45 +0000 2024,@CommuterLine @sunflobliss Ini kenapa ya delay arah jkt dr bogor kereta 07.19 dr cilebut skrng 07.37 baru sampe bojong dan gajalan????,CommuterLine,in,https://x.com/undefined/status/1805762086653640842,Keterlambatan,21,kenapa delay arah jkt bogor kereta waktu jam cilebut skrng waktu jam baru bojong gajalan,ini kenapa ya delay arah jkt dari bogor kereta waktu_jam dari cilebut skrng waktu_jam baru sampai bojong dan gajalan,0
Fri Dec 06 11:47:34 +0000 2024,@CommuterLine Min.. Kok jam segini di Juanda gaada jadwal kereta ke Bogor??? Ini jadi numpuk banget loh https://t.co/2pprLBKWgh,CommuterLine,in,https://x.com/undefined/status/1865000126005285079,Kepadatan,18,admin kok jam gin juanda gaada jadwal kereta bogor jadi numpuk banget loh,admin kok jam segini di juanda gaada jadwal kereta ke bogor ini jadi numpuk banget loh,1
Sat Dec 21 04:12:39 +0000 2024,@CommuterLine jadwal kereta tuh gak pernah ontime ya? Delay mulu udah mana delay ketahan pula. Hadeuh,CommuterLine,in,https://x.com/undefined/status/1870321457764696361,Keterlambatan,16,jadwal kereta tuh pernah ontime delay mulu mana delay tahan hadeuh,jadwal kereta tuh tidak pernah ontime ya delay mulu sudah mana delay ketahan pula hadeuh,0
Thu May 11 23:13:46 +0000 2023,@CommuterLine Mohon untuk jadwal kereta jam 06.36 no. kereta 4095 mohon datangnya lebih awal jika 10 gerbong Untuk meminimalisir penumpukan penumpang mohon datangnya jangan mepet2 pas pemberangkatan karena stasiun depok jika sudah jam 6.20 sudah banyak numpuk penumpangnya.,CommuterLine,in,https://x.com/undefined/status/1656799790804639744,Kepadatan,38,mohon jadwal kereta jam waktu jam no kereta angka mohon datang lebih awal angka gerbong meminimalisir tumpu tumpang mohon datang jangan mepet2 pas berangkat stasiun depok jam waktu jam sudah banyak numpuk tumpang,mohon untuk jadwal kereta jam waktu_jam no kereta angka mohon datangnya lebih awal jika angka gerbong untuk meminimalisir penumpukan penumpang mohon datangnya jangan mepet2 pas pemberangkatan karena stasiun depok jika sudah jam waktu_jam sudah banyak numpuk penumpangnya,1
Sun Oct 29 15:15:59 +0000 2023,@CommuterLine @cheeseandwinee Hai min krl commuterline arjonegoro dari arah lamongan-pasar turi ada kendala apa ya sampai delay 1jam setengah? Capek banget,CommuterLine,in,https://x.com/undefined/status/1718647875973054516,Keterlambatan,21,hai admin krl commuterline arjonegoro arah lamongan pasar turi kendala apa sampai delay 1jam tengah capek banget,hai admin krl commuterline arjonegoro dari arah lamongan pasar turi ada kendala apa ya sampai delay 1jam setengah capek banget,0
